filename,fundamental_hz,fundamental_note,dual_horn
lexus_ct_2023.wav,376.8310546875,F#4 (+31 cents),500.64697265625
honda_fit_2023.wav,403.74755859375,G#4 (-48 cents),
mercedes_gla_2023.wav,290.6982421875,D4 (-17 cents),
bmw_x5_2023.wav,177.64892578125,F3 (+29 cents),
bmw_m5_2023.wav,285.31494140625,D4 (-49 cents),
chevrolet_tahoe_2023.wav,538.330078125,C5 (+49 cents),656.7626953125
subaru_solterra_2023.wav,349.91455078125,F4 (+3 cents),
honda_civic_2023.wav,344.53125,F4 (-23 cents),
ford_escape_2023.wav,403.74755859375,G#4 (-48 cents),
audi_q5_2023.wav,516.796875,C5 (-21 cents),689.0625
mazda_cx-9_2023.wav,425.28076171875,G#4 (+41 cents),
mazda_cx-90_2023.wav,554.47998046875,C#5 (+0 cents),742.8955078125
tesla_model_s.wav,414.51416015625,G#4 (-3 cents),
ford_fusion_2023.wav,409.130859375,G#4 (-25 cents),516.796875
hyundai_santa_fe_2023.wav,129.19921875,C3 (-21 cents),
nissan_z_2023.wav,489.88037109375,B5 (-14 cents),
toyota_prius_2023.wav,355.2978515625,F4 (+29 cents),
volkswagen_jetta_2023.wav,436.04736328125,A5 (-15 cents),
bmw_8_series_2023.wav,516.796875,C5 (-21 cents),
volkswagen_id_4_2023.wav,376.8310546875,F#4 (+31 cents),
mazda_2_2023.wav,430.6640625,A5 (-37 cents),
volkswagen_tiguan_2023.wav,446.81396484375,A5 (+26 cents),
chevrolet_corvette_2023.wav,511.41357421875,C5 (-39 cents),
nissan_rogue_2023.wav,301.46484375,D4 (+45 cents),
ford_f-150_2023.wav,516.796875,C5 (-21 cents),
ford_maverick_2023.wav,414.51416015625,G#4 (-3 cents),
chevrolet_malibu_2023.wav,506.0302734375,B5 (+42 cents),
volkswagen_atlas_2023.wav,436.04736328125,A5 (-15 cents),
lexus_rc_2023.wav,489.88037109375,B5 (-14 cents),376.8310546875
volkswagen_beetle_2023.wav,527.5634765625,C5 (+14 cents),
toyota_rav4_2023.wav,247.6318359375,B4 (+4 cents),
hyundai_venue_2023.wav,425.28076171875,G#4 (+41 cents),
mazda_rx-7_2023.wav,436.04736328125,A5 (-15 cents),
bmw_7_series_2023.wav,500.64697265625,B5 (+23 cents),
toyota_bz4x_2023.wav,349.91455078125,F4 (+3 cents),
toyota_venza_2023.wav,570.6298828125,D5 (-49 cents),
mercedes_s-class_2023.wav,516.796875,C5 (-21 cents),
subaru_forester_2023.wav,764.4287109375,G5 (-43 cents),
hyundai_kona_2023.wav,403.74755859375,G#4 (-48 cents),
hyundai_ioniq_5_2023.wav,436.04736328125,A5 (-15 cents),
mazda_5_2023.wav,419.8974609375,G#4 (+19 cents),
kia_sorento_2023.wav,522.18017578125,C5 (-3 cents),678.2958984375
mazda_cx-50_2023.wav,436.04736328125,A5 (-15 cents),
audi_rs6_2023.wav,549.0966796875,C#5 (-16 cents),732.12890625
subaru_tribeca_2023.wav,317.61474609375,D#4 (+35 cents),
ford_expedition_2023.wav,425.28076171875,G#4 (+41 cents),
nissan_maxima_2023.wav,511.41357421875,C5 (-39 cents),
volkswagen_id_buzz_2023.wav,376.8310546875,F#4 (+31 cents),
audi_a6_2023.wav,430.6640625,A5 (-37 cents),
mercedes_maybach_2023.wav,290.6982421875,D4 (-17 cents),
ford_bronco_2023.wav,495.263671875,B5 (+4 cents),
honda_hr-v_2023.wav,624.462890625,D#5 (+6 cents),479.11376953125
kia_sportage_2023.wav,430.6640625,A5 (-37 cents),
nissan_armada_2023.wav,489.88037109375,B5 (-14 cents),
honda_s2000.wav,376.8310546875,F#4 (+31 cents),
chevrolet_trailblazer_2023.wav,409.130859375,G#4 (-25 cents),
chevrolet_spark_2023.wav,328.38134765625,E4 (-6 cents),
ford_gt_2023.wav,495.263671875,B5 (+4 cents),
hyundai_tucson_2023.wav,489.88037109375,B5 (-14 cents),
chevrolet_blazer_2023.wav,409.130859375,G#4 (-25 cents),
chevrolet_traverse_2023.wav,403.74755859375,G#4 (-48 cents),
volkswagen_passat_2023.wav,414.51416015625,G#4 (-3 cents),
chevrolet_trax_2023.wav,473.73046875,A#5 (+27 cents),
mazda_cx-5_2023.wav,419.8974609375,G#4 (+19 cents),
bmw_x3_2023.wav,64.599609375,C2 (-21 cents),
hyundai_nexo_2023.wav,495.263671875,B5 (+4 cents),
nissan_kicks_2023.wav,419.8974609375,G#4 (+19 cents),
honda_insight_2023.wav,414.51416015625,G#4 (-3 cents),
hyundai_santa_cruz_2023.wav,441.4306640625,A5 (+5 cents),
mercedes_eqe_2023.wav,360.68115234375,F#4 (-44 cents),
ford_ranger_2023.wav,511.41357421875,C5 (-39 cents),
mazda_cx-30_2023.wav,376.8310546875,F#4 (+31 cents),
nissan_pathfinder_2023.wav,430.6640625,A5 (-37 cents),322.998046875
lexus_rz_2023.wav,484.4970703125,B5 (-33 cents),
volkswagen_golf_r_2023.wav,436.04736328125,A5 (-15 cents),
subaru_legacy_2023.wav,398.3642578125,G4 (+27 cents),
audi_q3_2023.wav,516.796875,C5 (-21 cents),689.0625
mazda_mazda3_2023.wav,495.263671875,B5 (+4 cents),
lexus_sc_2023.wav,333.7646484375,E4 (+21 cents),
mazda_mx-5_miata_2023.wav,683.67919921875,F5 (-37 cents),
honda_odyssey_2023.wav,419.8974609375,G#4 (+19 cents),
kia_ev6_2023.wav,452.197265625,A5 (+47 cents),
toyota_tacoma_2023.wav,409.130859375,G#4 (-25 cents),
honda_pilot_2023.wav,387.59765625,G4 (-19 cents),
subaru_crosstrek_2023.wav,403.74755859375,G#4 (-48 cents),
toyota_crown_2023.wav,484.4970703125,B5 (-33 cents),
kia_stinger_2023.wav,333.7646484375,E4 (+21 cents),
nissan_sentra_2023.wav,662.14599609375,E5 (+7 cents),
hyundai_kona_electric_2023.wav,403.74755859375,G#4 (-48 cents),
audi_a8_2023.wav,263.78173828125,C4 (+14 cents),
hyundai_ioniq_6_2023.wav,500.64697265625,B5 (+23 cents),608.31298828125
nissan_gt-r_2023.wav,753.662109375,F#5 (+31 cents),640.61279296875
mercedes_c-class_2023.wav,511.41357421875,C5 (-39 cents),
kia_carnival_2023.wav,624.462890625,D#5 (+6 cents),
bmw_4_series_2023.wav,457.58056640625,A#5 (-32 cents),613.6962890625
subaru_sti_2023.wav,403.74755859375,G#4 (-48 cents),
honda_prologue_2023.wav,366.064453125,F#4 (-18 cents),
audi_s4_2023.wav,565.24658203125,C#5 (+33 cents),683.67919921875
toyota_camry_2023.wav,484.4970703125,B5 (-33 cents),
audi_a3_2023.wav,468.34716796875,A#5 (+8 cents),592.1630859375
toyota_4runner_2023.wav,48.44970703125,G1 (-19 cents),
toyota_gr86_2023.wav,360.68115234375,F#4 (-44 cents),
toyota_highlander_2023.wav,543.71337890625,C#5 (-33 cents),
hyundai_sonata_2023.wav,360.68115234375,F#4 (-44 cents),
